TRIP_DURATION_MIN,FARE_PER_MILE,HAS_TIP,HAS_EXTRAS,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE,TRIP_TIME_OF_DAY_evening,TRIP_TIME_OF_DAY_morning,TRIP_TIME_OF_DAY_night,DAY_TYPE_Tuesday,DAY_TYPE_Wednesday,PAYMENT_TYPE_Electronic,PAYMENT_TYPE_Other
1.15,5.6521739130434785,0,1,32.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.5326086956521743,0,0,14.0,2.0,16.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,3.91304347826087,1,0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.3,4.130434782608696,0,0,5.0,3.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,4.239130434782609,0,0,28.0,28.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.4782608695652177,0,0,14.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.130434782608696,0,0,8.0,32.0,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,4.239130434782609,0,0,32.0,31.0,9.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,4.104477611940299,0,0,33.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,2.886178861788618,0,1,8.0,76.0,53.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.738562091503268,1,0,8.0,28.0,7.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.026634382566586,0,0,6.0,8.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.942307692307692,1,0,8.0,24.0,10.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.9655172413793105,0,0,39.0,35.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.950819672131148,1,0,28.0,8.0,12.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,6.0606060606060606,1,1,8.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.502155172413793,0,0,6.0,16.0,16.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.14,5.482456140350878,1,0,8.0,8.0,6.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,4.11522633744856,0,1,14.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.9728682170542635,0,0,14.0,21.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,4.064417177914111,1,1,8.0,76.0,13.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.44,4.861111111111112,1,0,33.0,33.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.59,4.8742138364779874,1,0,32.0,8.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,5.660377358490566,1,0,28.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,4.30593607305936,1,0,8.0,33.0,9.43,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,4.801324503311259,0,0,77.0,77.0,7.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.49,4.457831325301204,1,0,8.0,24.0,11.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.032258064516129,1,0,33.0,28.0,11.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,5.5309734513274345,0,0,8.0,8.0,6.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30.0,3.1476997578692494,0,0,8.0,4.0,26.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5,5.0,1,1,8.0,28.0,7.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.6,7.916666666666667,0,0,32.0,28.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,5.027932960893855,1,0,8.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,3.0145058930190394,0,0,8.0,8.0,33.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.470149253731343,0,0,6.0,28.0,23.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,3.0530303030303028,0,0,31.0,56.0,20.15,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.5,4.0,0,0,2.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.725060827250608,1,0,7.0,24.0,15.31,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.465909090909091,1,0,32.0,6.0,15.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.465909090909091,0,0,21.0,24.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,3.1481481481481484,0,0,22.0,1.0,29.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,3.14922480620155,0,0,42.0,43.0,32.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,5.006514657980456,1,0,32.0,7.0,15.37,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.4897025171624714,0,0,28.0,7.0,15.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.82,4.532967032967033,1,0,8.0,7.0,8.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.828125,1,0,32.0,28.0,12.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.2211538461538463,1,0,32.0,24.0,10.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,6.117021276595745,0,0,8.0,32.0,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,6.117021276595745,0,0,3.0,3.0,5.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,3.3076923076923075,0,0,15.0,77.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,3.3076923076923075,0,0,21.0,32.0,21.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.957528957528958,0,0,32.0,7.0,10.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,6.6455696202531644,1,1,32.0,32.0,5.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.333333333333333,1,0,2.0,6.0,16.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.3962264150943398,1,0,32.0,28.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.777070063694267,0,0,32.0,8.0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,4.678362573099415,1,1,8.0,28.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.713527851458886,0,0,33.0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,7.421875,0,0,16.0,16.0,4.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.64,7.8125,1,1,32.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,7.03125,1,0,32.0,32.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.865771812080537,0,0,32.0,32.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.8114754098360657,0,0,24.0,15.0,23.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.78,6.730769230769231,1,0,32.0,32.0,5.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.63,5.521472392638037,1,0,32.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.33,4.07725321888412,1,0,8.0,7.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.59,4.1505791505791505,0,0,8.0,31.0,10.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.47,4.931972789115647,0,1,28.0,24.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,7.5396825396825395,0,0,32.0,28.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.33,5.075187969924812,0,0,8.0,8.0,6.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.404761904761904,0,0,32.0,33.0,9.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.523809523809524,1,0,32.0,8.0,9.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.6904761904761902,0,1,76.0,76.0,15.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.285714285714286,0,1,8.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.166666666666666,0,0,28.0,33.0,8.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.404761904761904,0,0,32.0,34.0,9.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.1,4.285714285714286,0,0,28.0,8.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.1,4.285714285714286,1,0,28.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,4.404761904761904,1,0,32.0,33.0,9.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.166666666666666,1,0,32.0,28.0,8.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.404761904761904,1,0,8.0,8.0,9.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.523809523809524,0,0,32.0,33.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,4.404761904761904,1,0,32.0,33.0,9.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.774358974358975,1,0,8.0,7.0,9.31,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.74,4.741379310344827,0,0,8.0,32.0,8.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.8596491228070176,1,0,7.0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.18,7.627118644067797,1,0,8.0,32.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.6764705882352944,0,1,8.0,7.0,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.302325581395349,1,0,8.0,28.0,9.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.04,8.653846153846153,1,0,8.0,32.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,5.88235294117647,1,0,32.0,28.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.69,7.246376811594203,1,0,28.0,32.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.4753363228699548,0,0,6.0,8.0,23.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,3.2960893854748607,0,0,58.0,28.0,29.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.260869565217391,1,0,32.0,6.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,8.181818181818182,1,1,8.0,32.0,4.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.014598540145985,0,0,28.0,31.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.98,5.1767676767676765,1,0,8.0,32.0,10.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.75,7.0,1,1,32.0,32.0,5.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,5.06993006993007,1,0,32.0,32.0,7.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.11,4.597156398104265,1,0,8.0,28.0,9.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.383886255924171,1,0,32.0,8.0,9.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.9726735598227476,1,1,76.0,6.0,40.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.02,5.88235294117647,1,0,8.0,32.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.68,7.352941176470588,1,0,8.0,32.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.97,4.568527918781726,1,0,8.0,32.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.083665338645418,1,0,33.0,32.0,10.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.278688524590164,0,0,38.0,8.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.22,5.327868852459017,1,0,8.0,8.0,6.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.49,4.865771812080537,1,1,32.0,8.0,7.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.54,16.944444444444443,1,0,28.0,24.0,9.15,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,3.877887788778878,1,0,33.0,32.0,11.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.996282527881041,1,0,8.0,28.0,10.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.867088607594937,1,0,8.0,24.0,12.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.25531914893617,0,1,6.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.94,6.382978723404256,1,1,8.0,32.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.8983050847457625,1,0,33.0,8.0,11.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.67,7.08955223880597,0,0,3.0,3.0,4.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,4.166666666666667,1,0,28.0,8.0,9.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.4940944881889764,0,0,48.0,40.0,17.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,6.5625,1,0,28.0,32.0,5.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.571428571428571,0,0,8.0,28.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.5,0,0,6.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.13,5.5309734513274345,1,0,28.0,8.0,6.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.59,4.8742138364779874,1,0,8.0,32.0,7.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.651162790697675,1,0,32.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.86,10.465116279069768,1,0,28.0,32.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.037800687285223,0,0,28.0,33.0,11.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45.0,3.1565656565656566,0,0,28.0,18.0,31.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,3.0278497409326426,0,0,28.0,43.0,46.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.45,4.827586206896552,0,0,4.0,14.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,4.377880184331797,0,0,35.0,35.0,9.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.92,9.782608695652174,1,0,32.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.64,5.487804878048781,1,0,8.0,32.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,4.260089686098655,1,1,8.0,56.0,9.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.2627118644067794,0,0,28.0,31.0,19.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,4.842592592592593,0,0,28.0,8.0,10.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.421455938697318,1,0,7.0,8.0,11.54,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,4.666666666666667,1,0,8.0,32.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.17,5.555555555555556,1,0,8.0,32.0,6.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0
15.0,4.733727810650888,0,0,45.0,43.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.3,5.1923076923076925,1,0,32.0,8.0,6.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.6486486486486487,0,0,24.0,6.0,13.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.353233830845771,0,1,8.0,8.0,8.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.62,4.62962962962963,0,0,4.0,4.0,7.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.419889502762431,0,0,28.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.68,4.613095238095238,0,0,28.0,8.0,7.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45.0,4.878048780487805,0,0,2.0,2.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,6.081081081081082,1,0,8.0,32.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.4751037344398337,1,1,32.0,6.0,16.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.707792207792208,0,1,8.0,32.0,7.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,4.569892473118279,1,0,32.0,28.0,8.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
90.0,2.8695181375203034,1,0,8.0,8.0,53.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
90.0,2.9190751445086702,1,1,76.0,8.0,50.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,3.025,1,0,32.0,77.0,24.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.64,7.421875,1,0,32.0,8.0,4.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,3.6363636363636362,1,0,41.0,38.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,4.483695652173913,1,0,32.0,8.0,8.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.84,4.891304347826087,0,0,8.0,28.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.9,4.342105263157895,1,0,8.0,32.0,8.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0
15.0,3.68421052631579,1,1,8.0,7.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,4.605263157894737,1,1,22.0,7.0,8.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.9,4.605263157894737,1,0,33.0,28.0,8.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.605263157894737,0,0,8.0,8.0,8.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.342105263157895,1,1,32.0,8.0,8.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,4.342105263157895,1,0,8.0,8.0,8.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.9,4.473684210526316,0,0,8.0,32.0,8.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.9,4.605263157894737,0,0,28.0,8.0,8.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.68421052631579,0,0,8.0,28.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,4.342105263157895,1,0,28.0,8.0,8.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,4.342105263157895,1,1,32.0,28.0,8.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.333333333333333,0,0,3.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,4.473684210526316,1,0,8.0,32.0,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.342105263157895,0,0,28.0,24.0,8.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,3.618421052631579,0,0,33.0,28.0,13.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60.0,4.672057502246181,0,0,4.0,4.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,4.172661870503597,1,0,7.0,8.0,11.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.02,4.3316831683168315,0,0,28.0,8.0,8.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.88,6.25,0,0,32.0,32.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.63,5.521472392638037,1,0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,3.1836461126005364,0,0,23.0,7.0,23.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.94,9.574468085106384,1,0,8.0,32.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.6197718631178706,0,0,7.0,8.0,9.52,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.75,4.714285714285714,1,0,32.0,8.0,8.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.81,6.481481481481481,0,0,32.0,28.0,5.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.223214285714286,0,0,32.0,7.0,14.19,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.674342105263158,1,0,7.0,8.0,11.17,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.24,5.241935483870968,0,1,6.0,5.0,6.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,5.241935483870968,1,0,28.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.032258064516129,0,1,32.0,33.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.24,5.241935483870968,0,0,8.0,7.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,4.838709677419355,0,0,8.0,8.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.3108108108108105,0,0,33.0,33.0,24.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.74,6.756756756756757,1,1,8.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.11,5.63063063063063,1,1,7.0,8.0,6.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,3.146701388888889,0,0,28.0,14.0,36.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.3818493150684934,1,1,8.0,6.0,19.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,4.891304347826087,1,0,8.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.98,5.86734693877551,0,0,6.0,6.0,5.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.678474114441417,1,1,76.0,8.0,13.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,5.681818181818182,0,0,77.0,3.0,6.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,4.04778156996587,1,0,8.0,7.0,11.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.672316384180791,0,0,77.0,6.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.917910447761194,1,0,32.0,24.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.8461538461538463,0,1,3.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.19,4.109589041095891,0,1,28.0,28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,4.725609756097561,1,0,8.0,8.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.7,4.5588235294117645,1,0,8.0,32.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.2870370370370368,0,0,8.0,8.0,17.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,3.1016791044776117,1,1,8.0,28.0,33.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.27,7.086614173228346,1,0,8.0,32.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,3.591911764705882,1,0,8.0,24.0,9.77,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.63,5.521472392638037,1,0,32.0,8.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,3.3462389380530975,0,0,38.0,32.0,30.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
75.0,2.9161947904869763,1,1,8.0,76.0,51.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6,7.5,0,1,32.0,32.0,4.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.5,6.0,1,0,28.0,32.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.611111111111111,1,0,8.0,8.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.279279279279279,1,0,28.0,8.0,9.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.819444444444444,0,0,8.0,24.0,13.75,0.0,0.0,1.0,1.0,0.0,0.0,1.0
15.0,3.4722222222222223,0,0,28.0,60.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.4027777777777777,0,0,8.0,28.0,12.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,3.2816229116945106,0,0,7.0,26.0,27.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.938005390835579,1,0,32.0,7.0,18.32,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.707462686567164,1,0,6.0,22.0,12.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.7993920972644375,1,1,8.0,33.0,12.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.3218884120171674,1,0,8.0,32.0,10.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.85,4.864864864864865,1,0,28.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,3.8940809968847354,0,0,8.0,7.0,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,4.633663366336633,1,0,33.0,8.0,9.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,4.11764705882353,1,1,8.0,33.0,10.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.6,4.6875,1,0,32.0,8.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.339517625231911,0,1,8.0,6.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.89,4.497354497354498,0,0,8.0,7.0,8.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15.0,7.258064516129032,0,0,28.0,28.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.3962264150943398,0,0,60.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.2590051457975986,0,1,76.0,11.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,3.163771712158809,1,0,8.0,4.0,25.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,9.574468085106384,1,0,32.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.032258064516129,0,0,7.0,6.0,8.75,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,5.294117647058823,1,0,32.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.8256227758007118,1,0,8.0,24.0,10.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.99,4.633165829145729,1,0,8.0,28.0,9.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.614457831325301,0,0,24.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,3.0510018214936245,0,0,10.0,27.0,33.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
75.0,3.0808729139922977,0,0,28.0,2.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
