,TRIP_TIME_OF_DAY,TRIP_DURATION_MIN,DAY_TYPE,PAYMENT_TYPE,FARE_PER_MILE,HAS_TIP,HAS_EXTRAS,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE
5046,morning,45.0,Monday,Electronic,3.7849872773536894,0,0,44.0,68.0,29.75
5047,evening,0.6,Monday,Electronic,8.333333333333334,1,0,32.0,8.0,5.0
5048,morning,15.0,Tuesday,Cash,4.444444444444444,0,0,17.0,10.0,12.0
5049,morning,0.9,Monday,Cash,6.666666666666666,0,0,8.0,8.0,6.0
5050,evening,15.0,Tuesday,Electronic,4.343612334801762,1,0,32.0,8.0,9.86
5051,afternoon,15.0,Monday,Electronic,8.411214953271028,1,0,32.0,32.0,9.0
5052,afternoon,45.0,Monday,Electronic,3.838315217391304,0,0,38.0,8.0,28.25
5053,morning,15.0,Monday,Cash,5.142857142857143,0,1,8.0,32.0,9.0
5054,evening,15.0,Tuesday,Electronic,4.646017699115045,1,0,8.0,28.0,10.5
5055,afternoon,0.98,Monday,Cash,6.122448979591836,0,0,8.0,32.0,6.0
5056,morning,15.0,Monday,Electronic,5.869565217391305,1,0,8.0,8.0,6.75
5057,evening,15.0,Monday,Electronic,4.157894736842104,1,0,8.0,7.0,10.27
5058,night,30.0,Monday,Cash,4.285714285714286,0,0,28.0,8.0,13.5
5059,morning,15.0,Monday,Cash,5.514705882352941,0,0,8.0,28.0,7.5
5060,afternoon,1.4,Monday,Electronic,5.357142857142858,1,0,8.0,32.0,7.5
5061,evening,30.0,Monday,Electronic,3.5965665236051505,1,0,24.0,6.0,16.76
5062,morning,15.0,Tuesday,Electronic,5.381944444444445,1,0,28.0,8.0,7.75
5063,morning,15.0,Tuesday,Electronic,8.636363636363635,1,1,32.0,32.0,4.75
5064,evening,0.55,Monday,Electronic,8.636363636363635,1,1,32.0,8.0,4.75
5065,evening,15.0,Tuesday,Cash,3.943661971830986,0,0,8.0,22.0,14.0
5066,evening,15.0,Tuesday,Electronic,6.870229007633587,1,0,8.0,32.0,9.0
5067,evening,0.84,Tuesday,Electronic,10.714285714285715,1,0,8.0,8.0,9.0
5068,evening,15.0,Tuesday,Electronic,4.437229437229437,1,0,8.0,8.0,10.25
5069,afternoon,0.67,Tuesday,Electronic,7.835820895522388,1,0,8.0,8.0,5.25
5070,morning,15.0,Tuesday,Electronic,7.835820895522388,1,0,28.0,32.0,5.25
5071,afternoon,15.0,Monday,Cash,4.850746268656717,0,0,32.0,8.0,9.75
5072,afternoon,15.0,Monday,Cash,7.394366197183099,0,0,8.0,8.0,5.25
5073,evening,1.25,Tuesday,Cash,5.6,0,0,32.0,32.0,7.0
5074,night,15.0,Tuesday,Electronic,6.25,1,1,8.0,8.0,6.25
5075,evening,45.0,Tuesday,Electronic,3.5591766723842193,1,0,32.0,6.0,20.75
5076,evening,15.0,Tuesday,Cash,4.81283422459893,0,0,32.0,8.0,9.0
5077,evening,15.0,Tuesday,Electronic,8.796296296296296,1,0,8.0,8.0,4.75
5078,afternoon,15.0,Monday,Electronic,4.819277108433735,1,0,8.0,8.0,8.0
5079,afternoon,0.58,Monday,Cash,8.189655172413794,0,1,8.0,8.0,4.75
5080,morning,15.0,Monday,Electronic,20.310344827586206,1,0,41.0,41.0,23.56
5081,evening,15.0,Monday,Electronic,8.064516129032258,1,0,32.0,32.0,5.0
5082,afternoon,15.0,Monday,Cash,5.6640625,0,0,8.0,32.0,7.25
5083,morning,15.0,Tuesday,Electronic,7.954545454545454,1,0,28.0,32.0,5.25
5084,afternoon,15.0,Tuesday,Cash,5.330882352941176,0,0,8.0,8.0,7.25
5085,afternoon,60.0,Tuesday,Electronic,3.4883720930232553,0,0,28.0,69.0,33.0
5086,night,0.74,Tuesday,Electronic,7.4324324324324325,1,0,32.0,32.0,5.5
5087,evening,15.0,Monday,Cash,5.882352941176471,0,0,8.0,32.0,7.0
5088,evening,1.31,Tuesday,Electronic,5.343511450381679,1,0,32.0,28.0,7.0
5089,evening,15.0,Tuesday,Electronic,5.113636363636363,1,0,8.0,7.0,9.0
5090,afternoon,1.35,Tuesday,Cash,5.37037037037037,0,0,8.0,32.0,7.25
5091,evening,15.0,Monday,Electronic,5.37037037037037,1,0,32.0,8.0,7.25
5092,morning,15.0,Monday,Electronic,5.555555555555555,0,0,77.0,77.0,7.5
5093,morning,15.0,Tuesday,Electronic,4.300429184549356,1,0,33.0,32.0,10.02
5094,morning,15.0,Tuesday,Electronic,6.914893617021277,1,0,32.0,28.0,6.5
5095,afternoon,60.0,Monday,Electronic,3.8212435233160624,0,0,3.0,8.0,29.5
5096,morning,0.98,Monday,Electronic,6.377551020408164,1,0,8.0,32.0,6.25
5097,evening,15.0,Monday,Electronic,3.597315436241611,0,0,8.0,24.0,10.72
5098,evening,1.63,Tuesday,Cash,5.061349693251534,0,0,8.0,8.0,8.25
5099,afternoon,30.0,Monday,Cash,3.7985865724381624,0,1,8.0,8.0,21.5
5100,afternoon,15.0,Monday,Cash,5.701754385964913,0,0,32.0,32.0,6.5
5101,evening,15.0,Monday,Electronic,7.627118644067797,1,0,6.0,6.0,9.0
5102,evening,15.0,Tuesday,Cash,7.786885245901639,0,0,3.0,3.0,4.75
5103,afternoon,15.0,Monday,Electronic,5.054644808743169,1,0,8.0,32.0,9.25
5104,evening,15.0,Tuesday,Cash,4.073482428115016,0,0,8.0,8.0,12.75
5105,morning,1.3,Monday,Electronic,6.9230769230769225,1,0,8.0,8.0,9.0
5106,morning,0.69,Tuesday,Cash,7.608695652173914,0,1,8.0,8.0,5.25
5107,afternoon,15.0,Tuesday,Cash,4.838709677419355,0,0,8.0,28.0,9.0
5108,afternoon,1.01,Monday,Electronic,6.188118811881188,1,0,8.0,32.0,6.25
5109,afternoon,15.0,Tuesday,Electronic,4.733009708737864,1,1,28.0,8.0,9.75
5110,evening,15.0,Monday,Electronic,5.578512396694215,1,0,8.0,8.0,6.75
5111,morning,15.0,Monday,Electronic,4.506802721088436,0,0,44.0,43.0,13.25
5112,night,15.0,Monday,Electronic,5.454545454545455,1,0,8.0,32.0,9.0
5113,morning,15.0,Tuesday,Electronic,4.545454545454546,1,0,28.0,8.0,9.5
5114,night,15.0,Tuesday,Cash,4.506437768240343,0,0,8.0,8.0,10.5
5115,morning,15.0,Tuesday,Electronic,3.7985347985347984,1,0,32.0,28.0,10.37
5116,evening,15.0,Tuesday,Cash,4.100946372239748,0,0,32.0,7.0,13.0
5117,night,15.0,Tuesday,Electronic,4.479166666666667,1,1,28.0,8.0,10.75
5118,evening,15.0,Tuesday,Cash,4.385964912280702,0,1,8.0,7.0,10.0
5119,evening,15.0,Tuesday,Cash,3.9402173913043477,0,0,7.0,6.0,14.5
5120,morning,0.84,Tuesday,Electronic,6.845238095238096,0,0,7.0,7.0,5.75
5121,morning,15.0,Tuesday,Electronic,7.708333333333334,1,0,32.0,28.0,9.25
5122,afternoon,15.0,Monday,Other,4.375,0,0,22.0,16.0,10.5
5123,afternoon,1.08,Monday,Electronic,8.333333333333332,1,0,7.0,7.0,9.0
5124,morning,15.0,Monday,Cash,6.521739130434782,0,0,8.0,7.0,6.0
5125,night,0.8,Wednesday,Cash,6.875,0,1,6.0,5.0,5.5
5126,night,0.8,Tuesday,Electronic,6.875,1,1,32.0,32.0,5.5
5127,night,0.8,Tuesday,Electronic,7.1875,1,0,32.0,32.0,5.75
5128,evening,15.0,Tuesday,Cash,6.875,0,0,8.0,8.0,5.5
5129,evening,0.8,Tuesday,Cash,7.1875,0,0,8.0,8.0,5.75
5130,evening,15.0,Tuesday,Cash,6.875,0,0,32.0,28.0,5.5
5131,evening,15.0,Tuesday,Cash,6.875,0,1,28.0,28.0,5.5
5132,evening,0.8,Tuesday,Electronic,7.1875,1,1,32.0,32.0,5.75
5133,evening,0.8,Tuesday,Electronic,6.875,1,0,8.0,8.0,5.5
5134,evening,0.8,Tuesday,Electronic,6.875,1,0,32.0,28.0,5.5
5135,evening,15.0,Tuesday,Electronic,5.0,1,0,32.0,8.0,8.0
5136,afternoon,15.0,Tuesday,Cash,5.15625,0,1,8.0,28.0,8.25
5137,afternoon,0.8,Tuesday,Electronic,6.5625,0,0,6.0,7.0,5.25
5138,afternoon,1.6,Tuesday,Other,5.0,0,0,8.0,8.0,8.0
5139,afternoon,0.8,Tuesday,Electronic,7.1875,1,0,32.0,32.0,5.75
5140,afternoon,15.0,Tuesday,Cash,6.875,0,0,32.0,32.0,5.5
5141,afternoon,15.0,Tuesday,Electronic,5.15625,1,0,32.0,8.0,8.25
5142,afternoon,15.0,Tuesday,Electronic,5.15625,1,0,32.0,8.0,8.25
5143,afternoon,0.8,Tuesday,Electronic,7.1875,1,1,32.0,32.0,5.75
5144,afternoon,15.0,Tuesday,Electronic,6.875,1,1,8.0,32.0,5.5
5145,afternoon,15.0,Tuesday,Electronic,6.875,1,0,8.0,8.0,5.5
5146,afternoon,1.6,Tuesday,Cash,5.0,0,1,8.0,32.0,8.0
5147,afternoon,15.0,Tuesday,Other,6.875,0,0,8.0,8.0,5.5
5148,afternoon,15.0,Tuesday,Electronic,6.25,1,0,32.0,8.0,10.0
5149,afternoon,0.8,Tuesday,Cash,7.1875,0,0,32.0,8.0,5.75
5150,afternoon,15.0,Tuesday,Electronic,5.15625,1,0,8.0,32.0,8.25
5151,afternoon,0.8,Tuesday,Cash,6.875,0,1,8.0,8.0,5.5
5152,morning,15.0,Tuesday,Cash,4.84375,0,0,8.0,32.0,7.75
5153,morning,1.6,Tuesday,Electronic,5.3125,1,1,32.0,8.0,8.5
5154,morning,1.6,Tuesday,Electronic,5.15625,1,0,32.0,32.0,8.25
5155,morning,15.0,Tuesday,Electronic,7.1875,1,1,32.0,32.0,5.75
5156,morning,15.0,Tuesday,Cash,5.15625,0,0,8.0,32.0,8.25
5157,morning,0.8,Tuesday,Electronic,7.1875,1,0,32.0,8.0,5.75
5158,morning,1.6,Tuesday,Cash,5.0,0,0,8.0,8.0,8.0
5159,morning,15.0,Tuesday,Electronic,7.1875,1,0,28.0,32.0,5.75
5160,morning,15.0,Tuesday,Electronic,7.1875,1,0,28.0,32.0,5.75
5161,morning,0.8,Tuesday,Electronic,6.875,1,0,32.0,32.0,5.5
5162,morning,15.0,Tuesday,Electronic,5.15625,1,0,32.0,32.0,8.25
5163,morning,0.8,Tuesday,Electronic,7.1875,1,0,32.0,28.0,5.75
5164,morning,0.8,Tuesday,Cash,7.1875,0,0,6.0,6.0,5.75
5165,morning,0.8,Tuesday,Electronic,6.5625,1,0,28.0,32.0,5.25
5166,morning,15.0,Tuesday,Electronic,7.1875,1,0,32.0,32.0,5.75
5167,night,0.8,Tuesday,Electronic,6.875,1,0,33.0,33.0,5.5
5168,night,15.0,Monday,Cash,5.0,0,1,8.0,32.0,8.0
5169,night,0.8,Monday,Electronic,7.1875,1,1,32.0,32.0,5.75
5170,night,0.8,Monday,Cash,6.875,0,0,32.0,32.0,5.5
5171,night,0.8,Monday,Electronic,6.875,1,0,8.0,8.0,5.5
5172,night,0.8,Monday,Electronic,6.875,1,1,8.0,8.0,5.5
5173,night,0.8,Monday,Electronic,7.1875,1,0,28.0,28.0,5.75
5174,evening,15.0,Monday,Cash,4.84375,0,1,32.0,8.0,7.75
5175,evening,0.8,Monday,Electronic,7.1875,1,1,32.0,32.0,5.75
5176,evening,0.8,Monday,Cash,7.1875,0,1,8.0,8.0,5.75
5177,evening,15.0,Monday,Cash,5.3125,0,0,32.0,8.0,8.5
5178,evening,15.0,Monday,Cash,5.3125,0,0,32.0,8.0,8.5
5179,evening,1.6,Monday,Cash,5.3125,0,1,8.0,32.0,8.5
5180,evening,15.0,Monday,Electronic,5.15625,1,0,8.0,32.0,8.25
5181,evening,0.8,Monday,Electronic,7.5,1,0,32.0,32.0,6.0
5182,evening,0.8,Monday,Cash,7.1875,0,0,32.0,32.0,5.75
5183,evening,15.0,Monday,Cash,5.15625,0,0,32.0,8.0,8.25
5184,evening,0.8,Monday,Cash,6.875,0,0,32.0,32.0,5.5
5185,evening,15.0,Monday,Electronic,5.15625,1,0,28.0,32.0,8.25
5186,evening,0.8,Monday,Electronic,7.1875,1,0,8.0,32.0,5.75
5187,evening,15.0,Monday,Electronic,5.15625,1,1,32.0,8.0,8.25
5188,evening,0.8,Monday,Other,6.875,0,0,41.0,39.0,5.5
5189,evening,0.8,Monday,Other,7.1875,0,0,36.0,38.0,5.75
5190,afternoon,1.6,Monday,Electronic,5.15625,1,0,32.0,8.0,8.25
5191,afternoon,0.8,Monday,Electronic,6.875,1,0,32.0,32.0,5.5
5192,afternoon,0.8,Monday,Electronic,7.1875,1,0,8.0,28.0,5.75
5193,afternoon,0.8,Monday,Cash,6.875,0,0,32.0,8.0,5.5
5194,afternoon,0.8,Monday,Electronic,6.875,1,0,8.0,8.0,5.5
5195,afternoon,0.8,Monday,Cash,6.875,0,1,8.0,8.0,5.5
5196,afternoon,15.0,Monday,Cash,6.875,0,0,32.0,28.0,5.5
5197,afternoon,15.0,Monday,Electronic,5.3125,1,0,8.0,8.0,8.5
5198,afternoon,15.0,Monday,Cash,5.0,0,1,8.0,8.0,8.0
5199,afternoon,15.0,Monday,Electronic,5.3125,1,0,8.0,28.0,8.5
5200,afternoon,0.8,Monday,Cash,6.875,0,0,8.0,8.0,5.5
5201,afternoon,0.8,Monday,Electronic,7.1875,1,1,8.0,8.0,5.75
5202,morning,0.8,Monday,Cash,6.875,0,0,28.0,32.0,5.5
5203,morning,15.0,Monday,Cash,7.1875,0,0,8.0,32.0,5.75
5204,morning,1.76,Monday,Cash,4.971590909090909,0,0,8.0,8.0,8.75
5205,morning,0.8,Monday,Electronic,6.875,1,0,28.0,32.0,5.5
5206,morning,0.8,Monday,Electronic,6.875,1,0,28.0,32.0,5.5
5207,morning,15.0,Monday,Electronic,6.875,1,0,32.0,8.0,5.5
5208,morning,0.8,Monday,Cash,7.1875,0,0,8.0,8.0,5.75
5209,morning,0.8,Monday,Cash,7.1875,0,0,32.0,28.0,5.75
5210,morning,15.0,Monday,Cash,7.5,0,1,32.0,28.0,6.0
5211,afternoon,15.0,Tuesday,Electronic,3.6729857819905214,1,0,32.0,7.0,15.5
5212,afternoon,1.95,Tuesday,Electronic,4.615384615384616,1,0,28.0,8.0,9.0
5213,evening,45.0,Tuesday,Electronic,3.7987012987012987,0,0,24.0,2.0,29.25
5214,afternoon,1.19,Monday,Electronic,7.563025210084034,1,0,32.0,8.0,9.0
5215,morning,15.0,Monday,Electronic,3.8925438596491233,1,0,6.0,6.0,17.75
5216,night,15.0,Tuesday,Electronic,6.081081081081081,1,0,8.0,28.0,6.75
5217,afternoon,15.0,Monday,Electronic,4.55607476635514,1,0,6.0,7.0,9.75
5218,afternoon,15.0,Tuesday,Electronic,3.5286195286195285,1,0,32.0,33.0,10.48
5219,evening,30.0,Monday,Electronic,3.1636363636363636,1,0,8.0,7.0,15.66
5220,morning,15.0,Tuesday,Electronic,4.896907216494846,0,0,8.0,24.0,9.5
5221,afternoon,15.0,Tuesday,Cash,5.47945205479452,0,0,41.0,39.0,8.0
5222,evening,15.0,Tuesday,Electronic,4.822335025380711,0,1,8.0,28.0,9.5
5223,afternoon,60.0,Tuesday,Electronic,3.5932721712538225,0,0,2.0,17.0,35.25
5224,morning,0.59,Monday,Electronic,8.474576271186441,1,0,8.0,8.0,5.0
5225,evening,15.0,Monday,Electronic,6.367924528301886,1,0,32.0,8.0,6.75
5226,afternoon,1.49,Monday,Electronic,6.040268456375839,1,0,24.0,28.0,9.0
5227,night,15.0,Tuesday,Electronic,4.787234042553192,1,0,28.0,32.0,9.0
5228,evening,1.41,Monday,Electronic,6.382978723404256,1,0,28.0,32.0,9.0
5229,afternoon,15.0,Monday,Electronic,4.653679653679654,1,0,33.0,28.0,10.75
5230,evening,1.37,Monday,Cash,5.474452554744525,0,0,8.0,7.0,7.5
5231,evening,0.9,Tuesday,Electronic,6.388888888888888,1,0,8.0,8.0,5.75
5232,evening,15.0,Monday,Electronic,5.0,1,0,8.0,32.0,9.0
5233,morning,15.0,Monday,Electronic,5.182926829268293,0,0,7.0,7.0,8.5
5234,morning,60.0,Tuesday,Cash,3.792912513842747,0,1,4.0,8.0,34.25
5235,morning,45.0,Tuesday,Electronic,3.8942976356050067,0,0,38.0,59.0,28.0
5236,evening,15.0,Tuesday,Electronic,4.824561403508772,1,1,32.0,8.0,8.25
5237,afternoon,1.71,Tuesday,Cash,4.970760233918129,0,0,32.0,8.0,8.5
5238,morning,15.0,Monday,Cash,4.044117647058823,0,0,8.0,8.0,11.0
5239,afternoon,1.01,Tuesday,Electronic,6.188118811881188,1,0,8.0,8.0,6.25
5240,afternoon,1.01,Monday,Electronic,6.188118811881188,1,0,32.0,8.0,6.25
5241,evening,15.0,Tuesday,Electronic,4.248366013071895,1,0,33.0,8.0,13.0
5242,afternoon,30.0,Tuesday,Electronic,3.9577836411609497,0,0,28.0,8.0,15.0
5243,afternoon,15.0,Monday,Electronic,5.555555555555555,1,0,8.0,8.0,7.5
5244,afternoon,1.04,Monday,Electronic,6.25,1,0,4.0,2.0,6.5
5245,afternoon,15.0,Monday,Electronic,4.050279329608938,1,0,32.0,7.0,14.5
5246,afternoon,0.5,Tuesday,Electronic,18.0,0,0,8.0,8.0,9.0
5247,morning,0.73,Monday,Cash,7.191780821917808,0,0,6.0,6.0,5.25
5248,night,1.15,Tuesday,Electronic,7.82608695652174,1,0,8.0,32.0,9.0
5249,afternoon,15.0,Tuesday,Electronic,13.043478260869566,1,0,32.0,8.0,9.0
5250,afternoon,15.0,Monday,Cash,4.861111111111111,0,1,32.0,8.0,8.75
5251,evening,15.0,Tuesday,Electronic,5.0769230769230775,1,0,32.0,8.0,9.9
5252,morning,15.0,Tuesday,Cash,8.076923076923077,0,0,28.0,32.0,5.25
5253,evening,15.0,Tuesday,Electronic,4.842931937172775,1,1,32.0,8.0,9.25
5254,evening,15.0,Monday,Cash,4.475982532751091,0,0,28.0,8.0,10.25
5255,afternoon,15.0,Tuesday,Cash,5.532786885245902,0,1,8.0,32.0,6.75
5256,morning,0.99,Tuesday,Electronic,6.313131313131313,1,1,8.0,8.0,6.25
5257,afternoon,15.0,Tuesday,Cash,4.768041237113402,0,0,32.0,8.0,9.25
5258,afternoon,15.0,Tuesday,Electronic,8.333333333333334,0,0,6.0,6.0,4.75
5259,morning,0.76,Tuesday,Electronic,7.2368421052631575,1,0,8.0,8.0,5.5
5260,evening,15.0,Monday,Electronic,4.423868312757201,1,0,28.0,7.0,10.75
5261,morning,15.0,Tuesday,Electronic,5.6,1,0,8.0,8.0,7.0
5262,afternoon,1.51,Monday,Electronic,5.960264900662252,1,0,8.0,24.0,9.0
5263,evening,0.83,Tuesday,Electronic,6.626506024096386,1,1,32.0,8.0,5.5
5264,night,15.0,Monday,Electronic,5.555555555555555,1,0,8.0,32.0,9.0
5265,evening,15.0,Monday,Electronic,4.2727272727272725,1,0,32.0,7.0,11.75
5266,evening,15.0,Monday,Electronic,14.781250000000002,1,0,8.0,8.0,9.46
5267,evening,15.0,Tuesday,Electronic,11.39240506329114,1,0,32.0,32.0,9.0
5268,evening,1.24,Tuesday,Electronic,5.645161290322581,1,0,32.0,28.0,7.0
5269,morning,15.0,Monday,Electronic,3.979238754325259,0,0,24.0,22.0,11.5
5270,afternoon,30.0,Tuesday,Cash,3.8333333333333335,0,0,77.0,8.0,17.25
5271,evening,30.0,Monday,Cash,3.7222222222222223,0,0,32.0,6.0,16.75
5272,afternoon,15.0,Monday,Electronic,5.511811023622047,1,0,8.0,28.0,7.0
5273,afternoon,1.23,Tuesday,Cash,5.691056910569106,0,0,32.0,8.0,7.0
5274,afternoon,1.6,Tuesday,Cash,5.0,0,0,28.0,32.0,8.0
5275,morning,15.0,Tuesday,Electronic,5.882352941176471,1,0,32.0,32.0,7.0
5276,evening,15.0,Tuesday,Cash,4.945054945054945,0,0,8.0,28.0,9.0
5277,afternoon,15.0,Monday,Electronic,8.653846153846153,1,0,32.0,8.0,9.0
5278,afternoon,0.78,Monday,Cash,7.371794871794871,0,0,32.0,8.0,5.75
5279,afternoon,1.3,Monday,Cash,5.384615384615384,0,0,8.0,8.0,7.0
5280,morning,15.0,Monday,Cash,6.46067415730337,0,0,28.0,8.0,5.75
5281,morning,1.26,Tuesday,Electronic,7.142857142857143,1,0,8.0,32.0,9.0
5282,morning,15.0,Monday,Cash,5.656934306569343,0,1,32.0,8.0,7.75
5283,morning,30.0,Tuesday,Other,4.256756756756756,0,0,16.0,15.0,15.75
5284,morning,15.0,Tuesday,Electronic,4.864864864864865,1,0,33.0,32.0,9.0
5285,evening,1.22,Tuesday,Electronic,5.737704918032787,1,1,32.0,32.0,7.0
5286,morning,15.0,Tuesday,Electronic,4.405737704918033,1,0,8.0,7.0,10.75
5287,afternoon,0.96,Tuesday,Cash,5.989583333333334,0,0,32.0,8.0,5.75
5288,evening,15.0,Tuesday,Electronic,4.1076487252124645,1,1,33.0,8.0,14.5
5289,afternoon,15.0,Monday,Cash,5.029585798816568,0,0,8.0,28.0,8.5
5290,afternoon,15.0,Monday,Electronic,5.0,1,1,76.0,8.0,9.0
5291,morning,30.0,Monday,Electronic,3.7493261455525606,1,0,20.0,5.0,13.91
5292,afternoon,0.77,Monday,Cash,7.142857142857142,0,0,8.0,8.0,5.5
5293,afternoon,15.0,Tuesday,Cash,5.166666666666667,0,0,33.0,32.0,7.75
5294,afternoon,15.0,Tuesday,Cash,5.059523809523809,0,1,28.0,32.0,8.5
5295,night,15.0,Monday,Cash,6.845238095238096,0,1,32.0,8.0,5.75
5296,afternoon,15.0,Monday,Electronic,5.357142857142858,1,0,8.0,32.0,9.0
5297,morning,0.51,Monday,Cash,9.313725490196079,0,0,8.0,8.0,4.75
5298,afternoon,15.0,Tuesday,Electronic,4.75,1,0,32.0,8.0,9.5
5299,evening,15.0,Tuesday,Electronic,4.051724137931035,1,0,8.0,7.0,11.75
5300,afternoon,15.0,Monday,Other,4.224137931034483,0,0,28.0,33.0,12.25
5301,morning,15.0,Monday,Cash,4.3965517241379315,0,0,28.0,8.0,12.75
5302,evening,1.63,Monday,Electronic,5.521472392638037,1,0,8.0,8.0,9.0
5303,night,1.05,Monday,Cash,5.9523809523809526,0,0,7.0,6.0,6.25
5304,morning,0.94,Tuesday,Electronic,6.6489361702127665,1,0,32.0,8.0,6.25
5305,night,15.0,Tuesday,Electronic,4.8742138364779874,1,1,6.0,6.0,7.75
5306,morning,15.0,Monday,Electronic,5.660377358490566,1,0,32.0,8.0,9.0
5307,morning,1.12,Tuesday,Electronic,6.0267857142857135,1,0,8.0,32.0,6.75
5308,evening,1.95,Monday,Electronic,4.687179487179487,1,0,28.0,8.0,9.14
5309,afternoon,1.01,Monday,Cash,6.188118811881188,0,0,32.0,28.0,6.25
5310,morning,1.91,Tuesday,Cash,4.712041884816754,0,0,32.0,8.0,9.0
5311,afternoon,15.0,Monday,Electronic,4.736842105263158,1,0,28.0,8.0,9.0
5312,morning,1.54,Monday,Electronic,7.142857142857142,1,0,8.0,28.0,11.0
5313,evening,45.0,Tuesday,Electronic,3.1151832460732987,1,0,28.0,6.0,17.85
5314,afternoon,1.11,Tuesday,Electronic,5.8558558558558556,0,0,32.0,32.0,6.5
5315,evening,0.68,Monday,Cash,7.720588235294117,0,1,8.0,8.0,5.25
5316,morning,15.0,Tuesday,Electronic,4.7927461139896375,1,1,8.0,32.0,9.25
5317,morning,0.75,Tuesday,Cash,7.333333333333333,0,0,8.0,7.0,5.5
5318,afternoon,15.0,Monday,Electronic,4.625,1,0,32.0,28.0,9.25
5319,evening,1.82,Tuesday,Electronic,4.8076923076923075,1,0,28.0,8.0,8.75
5320,evening,0.82,Monday,Electronic,10.975609756097562,1,0,8.0,32.0,9.0
5321,evening,45.0,Monday,Electronic,3.561046511627907,1,1,32.0,6.0,24.5
5322,afternoon,0.57,Tuesday,Electronic,8.333333333333334,1,1,32.0,8.0,4.75
5323,morning,1.14,Tuesday,Electronic,5.921052631578948,1,0,8.0,8.0,6.75
5324,afternoon,15.0,Tuesday,Cash,6.067961165048543,0,0,32.0,8.0,6.25
5325,evening,0.78,Monday,Cash,7.051282051282051,0,0,32.0,28.0,5.5
5326,morning,30.0,Tuesday,Electronic,4.156171284634761,0,0,46.0,45.0,16.5
5327,night,15.0,Tuesday,Electronic,5.434782608695652,1,1,8.0,32.0,7.5
5328,evening,15.0,Tuesday,Electronic,5.344827586206897,1,0,32.0,33.0,7.75
5329,afternoon,1.13,Tuesday,Cash,6.194690265486726,0,0,8.0,28.0,7.0
5330,morning,15.0,Monday,Electronic,7.964601769911505,1,0,8.0,8.0,9.0
5331,morning,60.0,Tuesday,Cash,10.401002506265664,0,0,11.0,5.0,83.0
5332,morning,15.0,Tuesday,Electronic,3.680161943319838,0,0,6.0,7.0,9.09
5333,morning,1.87,Monday,Cash,4.946524064171123,0,0,28.0,8.0,9.25
5334,afternoon,15.0,Monday,Cash,4.901960784313726,0,0,44.0,50.0,10.0
5335,evening,1.09,Tuesday,Electronic,8.256880733944953,1,0,6.0,6.0,9.0
5336,afternoon,15.0,Monday,Electronic,5.81896551724138,1,0,8.0,8.0,6.75
5337,evening,1.79,Tuesday,Electronic,4.748603351955307,1,0,28.0,32.0,8.5
5338,afternoon,30.0,Tuesday,Electronic,3.9868667917448404,0,0,43.0,38.0,21.25
5339,evening,15.0,Tuesday,Cash,4.404761904761904,0,0,32.0,8.0,9.25
5340,afternoon,15.0,Tuesday,Electronic,7.142857142857143,1,0,8.0,32.0,9.0
5341,morning,0.63,Tuesday,Electronic,14.285714285714286,1,0,32.0,8.0,9.0
5342,morning,1.26,Tuesday,Cash,5.357142857142857,0,0,32.0,8.0,6.75
5343,morning,15.0,Tuesday,Electronic,4.761904761904762,1,0,28.0,8.0,10.0
5344,morning,15.0,Tuesday,Electronic,5.882352941176471,1,0,28.0,8.0,7.0
5345,evening,15.0,Monday,Other,3.869047619047619,0,0,8.0,6.0,16.25
5346,evening,15.0,Monday,Cash,4.523809523809524,0,0,28.0,8.0,9.5
5347,evening,0.84,Monday,Electronic,10.714285714285715,1,0,32.0,32.0,9.0
5348,afternoon,2.1,Monday,Other,4.523809523809524,0,1,8.0,24.0,9.5
5349,afternoon,2.1,Monday,Cash,4.642857142857142,0,0,8.0,32.0,9.75
5350,morning,1.05,Monday,Electronic,6.19047619047619,1,0,32.0,8.0,6.5
5351,morning,15.0,Monday,Cash,4.761904761904762,0,0,32.0,8.0,10.0
5352,morning,0.84,Monday,Cash,6.845238095238096,0,1,28.0,32.0,5.75
5353,afternoon,15.0,Tuesday,Cash,4.063604240282685,0,0,6.0,77.0,11.5
5354,afternoon,15.0,Monday,Electronic,6.382978723404256,1,0,32.0,28.0,6.0
5355,afternoon,15.0,Monday,Electronic,4.834254143646409,0,1,77.0,2.0,8.75
5356,afternoon,15.0,Monday,Cash,6.875,0,0,32.0,32.0,5.5
5357,afternoon,15.0,Tuesday,Cash,5.065359477124183,0,0,8.0,8.0,7.75
5358,afternoon,45.0,Tuesday,Electronic,3.641370869033048,0,0,8.0,38.0,29.75
5359,morning,0.73,Tuesday,Cash,7.534246575342466,0,0,28.0,8.0,5.5
5360,morning,45.0,Tuesday,Electronic,3.6949685534591192,0,0,35.0,8.0,23.5
5361,evening,15.0,Monday,Cash,5.720338983050848,0,0,8.0,28.0,6.75
5362,evening,1.18,Monday,Cash,5.720338983050848,0,0,77.0,3.0,6.75
5363,morning,0.59,Monday,Cash,8.05084745762712,0,0,32.0,32.0,4.75
5364,afternoon,75.0,Monday,Cash,3.6574870912220314,0,0,56.0,8.0,42.5
5365,morning,1.8,Tuesday,Cash,4.722222222222222,0,0,8.0,28.0,8.5
